item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,title,author,journal,abstract,journal abbreviation,pages,issn,issue,volume
12bc9a15-2c4a-4d43-ba9b-eb02a5373aae,,article,2024-04-04T17:56:50Z,2024-04-04T18:00:22Z,false,,,false,,10.1093/brain/awy151,,29873694,PMC6022681,,"academic.oup.com 04/04/2024, 20:00:22.pdf",2018,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/12bc9a15-2c4a-4d43-ba9b-eb02a5373aae,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:12bc9a15-2c4a-4d43-ba9b-eb02a5373aae,The compartmentalized inflammatory response in the multiple sclerosis brain is composed of tissue-resident CD8+ T lymphocytes and B cells,"Joana Machado-Santos,Etsuji Saji,Anna R Tröscher,Manuela Paunovic,Roland Liblau,Galina Gabriely,Christian G Bien,Jan Bauer,Hans Lassmann",Brain,"Multiple sclerosis is an inflammatory demyelinating disease in which active demyelination and neurodegeneration are associated with lymphocyte infiltrates in the brain. However, so far little is known regarding the phenotype and function of these infiltrating lymphocyte populations. In this study, we performed an in-depth phenotypic characterization of T and B cell infiltrates in a large set of multiple sclerosis cases with different disease and lesion stages and compared the findings with those seen in inflammatory, non-inflammatory and normal human controls. In multiple sclerosis lesions, we found a dominance of CD8+ T cells and a prominent contribution of CD20+ B cells in all disease courses and lesion stages, including acute multiple sclerosis cases with very short disease duration, while CD4+ T cells were sparse. A dominance of CD8+ T cells was also seen in other inflammatory controls, such as Rasmussen’s encephalitis and viral encephalitis, but the contribution of B cells in these diseases was modest. Phenotypic analysis of the CD8+ T cells suggested that part of the infiltrating cells in active lesions proliferate, show an activated cytotoxic phenotype and are in part destroyed by apoptosis. Further characterization of the remaining cells suggest that CD8+ T cells acquire features of tissue-resident memory cells, which may be focally reactivated in active lesions of acute, relapsing and progressive multiple sclerosis, while B cells, at least in part, gradually transform into plasma cells. The loss of surface molecules involved in the egress of leucocytes from inflamed tissue, such as S1P1 or CCR7, and the upregulation of CD103 expression may be responsible for the compartmentalization of the inflammatory response in established lesions. Similar phenotypic changes of tissue-infiltrating CD8+ T cells were also seen in Rasmussen’s encephalitis. Our data underline the potential importance of CD8+ T lymphocytes and B cells in the inflammatory response in established multiple sclerosis lesions. Tissue-resident T and B cells may represent guardians of previous inflammatory brain disease, which can be reactivated and sustain the inflammatory response, when they are re-exposed to their specific antigen.",Brain,2066-2082,0006-8950,7,141
8292d3e6-bb7f-4695-9e15-79c42fb9f5ff,,article,2024-04-04T18:01:13Z,2024-04-04T18:02:27Z,false,,,false,,10.1007/s00401-016-1636-z,,27796537,PMC5209400,,401_2016_Article_1636.pdf,2017,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/8292d3e6-bb7f-4695-9e15-79c42fb9f5ff,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:8292d3e6-bb7f-4695-9e15-79c42fb9f5ff,Slow expansion of multiple sclerosis iron rim lesions: pathology and 7 T magnetic resonance imaging,"Assunta Dal-Bianco,Günther Grabner,Claudia Kronnerwetter,Michael Weber,Romana Höftberger,Thomas Berger,Eduard Auff,Fritz Leutmezer,Siegfried Trattnig,Hans Lassmann,Francesca Bagnato,Simon Hametner",Acta Neuropathologica,"In multiple sclerosis (MS), iron accumulates inside activated microglia/macrophages at edges of some chronic demyelinated lesions, forming rims. In susceptibility-based magnetic resonance imaging at 7 T, iron-laden microglia/macrophages induce a rim of decreased signal at lesion edges and have been associated with slowly expanding lesions. We aimed to determine (1) what lesion types and stages are associated with iron accumulation at their edges, (2) what cells at the lesion edges accumulate iron and what is their activation status, (3) how reliably can iron accumulation at the lesion edge be detected by 7 T magnetic resonance imaging (MRI), and (4) if lesions with rims enlarge over time in vivo, when compared to lesions without rims. Double-hemispheric brain sections of 28 MS cases were stained for iron, myelin, and microglia/macrophages. Prior to histology, 4 of these 28 cases were imaged at 7 T using post-mortem susceptibility-weighted imaging. In vivo, seven MS patients underwent annual neurological examinations and 7 T MRI for 3.5 years, using a fluid attenuated inversion recovery/susceptibility-weighted imaging fusion sequence. Pathologically, we found iron rims around slowly expanding and some inactive lesions but hardly around remyelinated shadow plaques. Iron in rims was mainly present in microglia/macrophages with a pro-inflammatory activation status, but only very rarely in astrocytes. Histological validation of post-mortem susceptibility-weighted imaging revealed a quantitative threshold of iron-laden microglia when a rim was visible. Slowly expanding lesions significantly exceeded this threshold, when compared with inactive lesions (p = 0.003). We show for the first time that rim lesions significantly expanded in vivo after 3.5 years, compared to lesions without rims (p = 0.003). Thus, slow expansion of MS lesions with rims, which reflects chronic lesion activity, may, in the future, become an MRI marker for disease activity in MS.",Acta Neuropathol.,25-42,0001-6322,1,133
1c104bc2-f826-4590-9a55-d52617e897b7,,article,2024-04-04T18:02:27Z,2024-10-02T07:00:33Z,true,,,false,,10.1002/1531-8249(200006)47:6<707::aid-ana3>3.0.co;2-q,,10852536,,,1531-8249%28200006%2947%3A6%3C707%3A%3Aaid-ana3%3E3.0.co%3B2-q.pdf,2000,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/1c104bc2-f826-4590-9a55-d52617e897b7,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:1c104bc2-f826-4590-9a55-d52617e897b7,Heterogeneity of multiple sclerosis lesions: Implications for the pathogenesis of demyelination,"Claudia Lucchinetti,Wolfgang Brück,Joseph Parisi,Bernd Scheithauer,Moses Rodriguez,Hans Lassmann",Annals of Neurology,"Multiple sclerosis (MS) is a disease with profound heterogeneity in clinical course, neuroradiological appearance of the lesions, involvement of susceptibility gene loci, and response to therapy. These features are supported by experimental evidence, which demonstrates that fundamentally different processes, such as autoimmunity or virus infection, may induce MS‐like inflammatory demyelinating plaques and suggest that MS may be a disease with heterogeneous pathogenetic mechanisms. From a large pathology sample of MS, collected in three international centers, we selected 51 biopsies and 32 autopsies that contained actively demyelinating lesions defined by stringent criteria. The pathology of the lesions was analyzed using a broad spectrum of immunological and neurobiological markers. Four fundamentally different patterns of demyelination were found, defined on the basis of myelin protein loss, the geography and extension of plaques, the patterns of oligodendrocyte destruction, and the immunopathological evidence of complement activation. Two patterns (I and II) showed close similarities to T‐cell–mediated or T‐cell plus antibody–mediated autoimmune encephalomyelitis, respectively. The other patterns (III and IV) were highly suggestive of a primary oligodendrocyte dystrophy, reminiscent of virus‐ or toxin‐induced demyelination rather than autoimmunity. At a given time point of the disease—as reflected in autopsy cases—the patterns of demyelination were heterogeneous between patients, but were homogenous within multiple active lesions from the same patient. This pathogenetic heterogeneity of plaques from different MS patients may have fundamental implications for the diagnosis and therapy of this disease. Ann Neurol 2000;47:707–717",Ann. Neurol.,707-717,0364-5134,6,47
921bbaa8-c3a3-4265-ae45-8034a16a4003,,article,2024-04-04T18:03:07Z,2024-04-04T18:05:35Z,false,,,false,,10.1016/j.msard.2022.103967,,35728430,,,1-s2.0-S2211034822004783-main.pdf,2022,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/921bbaa8-c3a3-4265-ae45-8034a16a4003,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:921bbaa8-c3a3-4265-ae45-8034a16a4003,Spatial distribution of multiple sclerosis iron rim lesions and their impact on disability,"Matthias Wittayer,Claudia E. Weber,Michael Platten,Lucas Schirmer,Achim Gass,Philipp Eisele",Multiple Sclerosis and Related Disorders,"Background In multiple sclerosis (MS), iron rim lesions (IRLs) on magnetic resonance imaging (MRI) have been suggested as an imaging marker of disease progression. However, the exact mechanisms how they contribute to disability are yet not completely known. Strategic lesion location may be an important factor concerning the impact of focal lesions on clinical disability. Therefore, the aim of this study was to investigate the spatial distribution of IRLs compared to non-IRLs and their impact on disability. Methods We retrospectively identified 67 patients with at least one IRL on MRI and 67 age- and sex-matched patients without IRLs. We compared the spatial distribution of lesions between both groups and between IRLs and non-IRLs in patients with IRLs. Furthermore, we assessed the relationship between lesion localisation and disability on a voxel-by-voxel basis and investigated the impact on structural network disruptions. Results Patients with IRLs had higher disability scores (median Expanded Disability Status Scale score (range): 3.0 (0 – 8.5) versus 1.5 (0 – 6.5); p = 0.001; median pyramidal functional system score (range): 1.0 (0 – 5) versus 0 (0 – 4); p = 0.003), significantly lower brain volumes (mean normal-appearing grey matter volume: 749.66 ± 60.58 versus 785.83 ± 53.71 mL; mean normal-appearing white matter volume: 723.58 ± 60.13 versus 753.25 ± 69.61 mL; mean deep grey matter volume: 33.21 ± 4.19 versus 35.85 ± 4.89 mL; p < 0.05 for all comparisons) and a significantly higher total T2 lesion volume (mean: 9.96 ± 11.6 versus 4.31 ± 8.9 mL; p < 0.001). We found no neuroanatomical regions that were more often affected by IRLs. Furthermore, comparing the overall network disruption in the IRL group, IRLs caused less network disruption/mL lesion size compared to non-IRLs (1.54% / mL versus 2.0% / mL; p < 0.05). Conclusion IRLs are associated with higher disability scores. However, our results suggest that a higher disability is not explained by the sheer topography of IRLs or their network disruption.",Mult. Scler. Relat. Disord.,103967,2211-0348,,64
18b67971-9877-4c1e-8732-f78268e8b918,,article,2024-04-04T18:05:27Z,2024-10-02T06:59:37Z,false,,,false,,10.1002/ana.21311,,18232012,,,ana.21311.pdf,2008,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/18b67971-9877-4c1e-8732-f78268e8b918,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:18b67971-9877-4c1e-8732-f78268e8b918,Homogeneity of active demyelinating lesions in established multiple sclerosis,"Esther C. W. Breij,Bianca P. Brink,Rob Veerhuis,Christa van den Berg,Rianka Vloet,Riqiang Yan,Christine D. Dijkstra,Paul van der Valk,Lars Bö",Annals of Neurology,"Four different patterns of demyelination have been described in active demyelinating lesions of multiple sclerosis (MS) patients that were biopsied shortly after disease onset. These patterns were suggested to represent heterogeneity of the underlying pathogenesis. The aim of this study was to determine whether lesion heterogeneity also exists in an unselected collection of autopsy material from patients with established MS. All MS brain tissue available in the VU Medical Center was assessed for the presence of active demyelinating lesions using magnetic resonance imaging–guided sampling and immunohistochemistry. Tissue blocks containing active demyelinating lesions were evaluated for the presence of complement and antibody deposition, oligodendrocyte apoptosis, differential loss of myelin proteins, and hypoxia‐like damage using histology, immunohistochemistry, and confocal microscopy. Blocks with active demyelinating lesions were compared with blocks with active (nondemyelinating) and inactive lesions. Complement and antibodies were consistently associated with macrophages in areas of active demyelination. Preferential loss of myelin proteins, extensive hypoxia‐like damage, and oligodendrocyte apoptosis were absent or rare. This pattern was observed in all tissue blocks containing active demyelinating lesions; lesion heterogeneity between patients was not found. The immunopathological appearance of active demyelinating lesions in established MS is uniform. Initial heterogeneity of demyelinating lesions in the earliest phase of MS lesion formation may disappear over time as different pathways converge in one general mechanism of demyelination. Consistent presence of complement, antibodies, and Fcγ receptors in phagocytic macrophages suggests that antibody‐ and complement‐mediated myelin phagocytosis is the dominant mechanism of demyelination in established MS. Ann Neurol 2008;63:16–25",Ann. Neurol.,16-25,0364-5134,1,63
a981153b-d340-43dd-9537-3eeb212150fb,,article,2024-04-04T18:05:32Z,2024-10-02T06:59:37Z,false,,,false,,10.1001/jamaneurol.2019.2399,,31403674,PMC6692692,,jamaneurol.2019.2399.pdf,2019,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/a981153b-d340-43dd-9537-3eeb212150fb,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:a981153b-d340-43dd-9537-3eeb212150fb,Association of Chronic Active Multiple Sclerosis Lesions With Disability In Vivo,"Martina Absinta,Pascal Sati,Federica Masuzzo,Govind Nair,Varun Sethi,Hadar Kolb,Joan Ohayon,Tianxia Wu,Irene C. M. Cortese,Daniel S. Reich",JAMA Neurology,"In multiple sclerosis (MS), chronic active lesions, which previously could only be detected at autopsy, can now be identified on susceptibility-based magnetic resonance imaging (MRI) in vivo as non–gadolinium-enhancing lesions with paramagnetic rims. Pathologically, they feature smoldering inflammatory demyelination at the edge, remyelination failure, and axonal degeneration. To our knowledge, the prospect of long-term in vivo monitoring makes it possible for the first time to determine their contribution to disability and value as a treatment target. To assess whether rim lesions are associated with patient disability and long-term lesion outcomes. We performed 3 studies at the National Institutes of Health Clinical Center: (1) a prospective clinical/radiological cohort of 209 patients with MS (diagnosis according to the 2010 McDonald revised MS criteria, age ≥18 years, with 7-T or 3-T susceptibility-based brain MRI results) who were enrolled from January 2012 to March 2018 (of 209, 17 patients [8%] were excluded because of uninterpretable MRI scans); (2) a radiological/pathological analysis of expanding lesions featuring rims; and (3) a retrospective longitudinal radiological study assessing long-term lesion evolution in 23 patients with MS with yearly MRI scans for 10 years or more (earliest scan, 1992). (1) Identification of chronic rim lesions on 7-T or 3-T susceptibility-based brain MRI in 192 patients with MS and the association of rim counts with clinical disability (primary analysis) and brain volume changes (exploratory analysis). (2) Pathological characterization of 10 expanding lesions from an adult with progressive MS who came to autopsy after 7 years of receiving serial in vivo MRI scans. (3) Evaluation of annual lesion volume change (primary analysis) and T1 times (exploratory analysis) in 27 rim lesions vs 27 rimless lesions. Of 209 participants, 104 (50%) were women and 32 (15%) were African American. One hundred seventeen patients (56%) had at least 1 rim lesion regardless of prior or ongoing treatment. Further, 84 patients (40%) had no rims (mean [SD] age, 47 [14] years), 66 (32%) had 1 to 3 rims (mean [SD] age, 47 [11] years), and 42 (20%) had 4 rims or more (mean [SD] age, 44 [11] years). Individuals with 4 rim lesions or more reached motor and cognitive disability at an earlier age. Normalized volumes of brain, white matter, and basal ganglia were lower in those with rim lesions. Whereas rimless lesions shrank over time (−3.6%/year), rim lesions were stable in size or expanded (2.2%/year; P < .001). Rim lesions had longer T1 times, suggesting more tissue destruction, than rimless lesions. On histopathological analysis, all 10 rim lesions that expanded in vivo had chronic active inflammation. Chronic active lesions are common, are associated with more aggressive disease, exert ongoing tissue damage, and occur even in individuals treated with effective disease-modifying therapies. These results prompt the planning of MRI-based clinical trials aimed at treating perilesional chronic inflammation in MS.",JAMA Neurol.,1474-1483,2168-6149,12,76
fd5ce22c-15d9-484e-a190-36b3de67b299,,article,2024-04-04T18:05:47Z,2024-10-02T06:58:14Z,false,,,false,,10.1002/ana.21800,,20035511,,,ana.21800.pdf,2009,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/fd5ce22c-15d9-484e-a190-36b3de67b299,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:fd5ce22c-15d9-484e-a190-36b3de67b299,Multiple sclerosis: Distribution of inflammatory cells in newly forming lesions,"Andrew P. D. Henderson,Michael H. Barnett,John D. E. Parratt,John W. Prineas",Annals of Neurology,"CD4 T‐cell–dependent macrophage activation directed against a myelin or oligodendrocyte antigen is generally thought to be the mechanism causing myelin destruction in multiple sclerosis (MS). However, areas within expanding MS lesions may exhibit prominent oligodendrocyte loss and apoptosis in the absence of infiltrating lymphocytes. The present study was designed to further investigate the inflammatory profile of different regions within rapidly expanding MS lesions. Twenty‐six active lesions from 11 patients with early MS were serially sectioned and immunostained for T and B cells, plasma cells, ramified microglia, macrophages, monocytes, and CD209‐positive dendritic cells. Cell counts were compared in prephagocytic, phagocytic, and immediately postphagocytic areas. Parenchymal T and B cells were largely absent in areas of initial oligodendrocyte loss and in areas of degenerate and dead myelin infiltrated by myelin phagocytes. In contrast, trailing areas of complete demyelination packed with lipid macrophages, and, in some lesions, regenerating oligodendrocytes, showed large numbers of T cells, B cells, and immunoglobulin G (IgG)‐positive plasma cells. Lesions in 2 exceptionally early cases contained relatively few T and B cells, and no IgG‐positive plasma cells. Early loss of oligodendrocytes is a prominent feature in tissue bordering rapidly expanding MS lesions. Macrophage activity is largely an innate scavenging response to the presence of degenerate and dead myelin. Adaptive immune activity involving T and B cells is conspicuous chiefly in recently demyelinated tissue, which may show signs of oligodendrocyte regeneration. The findings suggest that plaque formation has some basis other than destructive cell‐mediated immunity directed against a myelin or oligodendrocyte antigen. Ann Neurol 2009;66:739–753",Ann. Neurol.,739-753,0364-5134,6,66
b22ba232-fad4-4b46-9a54-73f57075fed7,,article,2024-04-04T18:05:58Z,2024-10-02T06:57:36Z,false,,,false,,10.1002/ana.410380514,,7486871,,,ana.410380514.pdf,1995,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/b22ba232-fad4-4b46-9a54-73f57075fed7,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:b22ba232-fad4-4b46-9a54-73f57075fed7,Monocyte/macrophage differentiation in early multiple sclerosis lesions,"Wolfgang Brück,Phyllis Porada,Sigrid Poser,Peter Rieckmann,Folker Hanefeld,Hans A. Kretzschmarch,Hans Lassmann",Annals of Neurology,"Monocyte/macrophage differentiation was studied in biopsy samples of multiple sclerosis (MS) lesions obtained in the early course of the disease. Macrophages were identified by immunocytochemistry using a panel of antibodies recognizing different macrophage‐activation antigens. The number of cells stained with each antibody was related to the demyelinating activity of the lesions as detected by the presence of myelin degradation products. The pan‐macrophage Marchker Ki‐M1P revealed the highest numbers of macrophages in early and late active lesions. Lower numbers were encountered in inactive, demyelinated, or remyelinated lesions. The acute stage inflammatory macrophage Marchkers MRP14 and 27E10 were expressed in either only early active (MRP14) or early and late active (27E10) lesions, thus allowing the identification of actively demyelinating lesions. The chronic stage inflammatory macrophage Marchker 25F9, in contrast, showed increasing expression with decreasing lesional activity. These findings indicate a differentiated pattern of macrophage activation in MS lesions and allow the staging of demyelinating lesions in routinely fixed and paraffin‐embedded tissue.",Ann. Neurol.,788-796,0364-5134,5,38
feeeeb5e-4802-46f2-844c-4191656893be,,article,2024-04-04T18:12:27Z,2024-10-02T06:57:06Z,false,,,false,,10.1080/14728222.2020.1842358,,33103501,,,14728222.2020.1842358.pdf,2020,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/feeeeb5e-4802-46f2-844c-4191656893be,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:feeeeb5e-4802-46f2-844c-4191656893be,Cortical projection neurons as a therapeutic target in multiple sclerosis,"Tatjana Beutel,Julia Dzimiera,Hannah Kapell,Maren Engelhardt,Achim Gass,Lucas Schirmer",Expert Opinion on Therapeutic Targets,"Multiple sclerosis (MS) is a chronic inflammatory-demyelinating disease of the central nervous system associated with lesions of the cortical gray matter and subcortical white matter. Recently, cortical lesions have become a major focus of research because cortical pathology and neuronal damage are critical determinants of irreversible clinical progression. Recent transcriptomic studies point toward cell type-specific changes in cortical neurons in MS with a selective vulnerability of excitatory projection neuron subtypes. We discuss the cortical mapping and the molecular properties of excitatory projection neurons and their role in MS lesion pathology while placing an emphasis on their subtype-specific transcriptomic changes and levels of vulnerability. We also examine the latest magnetic resonance imaging techniques to study cortical MS pathology as a key tool for monitoring disease progression and treatment efficacy. Finally, we consider possible therapeutic avenues and novel strategies to protect excitatory cortical projection neurons. Literature search methodology: PubMed articles from 2000–2020 Excitatory cortical projection neurons are an emerging therapeutic target in the treatment of progressive MS. Understanding neuron subtype-specific molecular pathologies and their exact spatial mapping will help establish starting points for the development of novel cell type-specific therapies and biomarkers in MS.",Expert Opin. Ther. Targets,1211-1224,1472-8222,12,24
4495f88f-7412-4ec4-88f5-c42aa282609e,,article,2024-04-04T18:12:29Z,2024-04-04T18:12:33Z,false,,,false,,10.1007/s00401-022-02497-2,,36112223,PMC9547805,,"link.springer.com 04/04/2024, 20:12:33.pdf",2022,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/4495f88f-7412-4ec4-88f5-c42aa282609e,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:4495f88f-7412-4ec4-88f5-c42aa282609e,Cross-regional homeostatic and reactive glial signatures in multiple sclerosis,"Tim Trobisch,Amel Zulji,Nikolas A. Stevens,Sophia Schwarz,Sven Wischnewski,Mikail Öztürk,Javier Perales-Patón,Maximilian Haeussler,Julio Saez-Rodriguez,Dmitry Velmeshev,Lucas Schirmer",Acta Neuropathologica,"Multiple sclerosis (MS) is a multifocal and progressive inflammatory disease of the central nervous system (CNS). However, the compartmentalized pathology of the disease affecting various anatomical regions including gray and white matter and lack of appropriate disease models impede understanding of the disease. Utilizing single-nucleus RNA-sequencing and multiplex spatial RNA mapping, we generated an integrated transcriptomic map comprising leukocortical, cerebellar and spinal cord areas in normal and MS tissues that captures regional subtype diversity of various cell types with an emphasis on astrocytes and oligodendrocytes. While we found strong cross-regional diversity among glial subtypes in control tissue, regional signatures become more obscure in MS. This suggests that patterns of transcriptomic changes in MS are shared across regions and converge on specific pathways, especially those regulating cellular stress and immune activation. In addition, we found evidence that a subtype of white matter oligodendrocytes appearing across all three CNS regions adopt pro-remyelinating gene signatures in MS. In summary, our data suggest that cross-regional transcriptomic glial signatures overlap in MS, with different reactive glial cell types capable of either exacerbating or ameliorating pathology.",Acta Neuropathol.,987-1003,0001-6322,5,144
99081cab-eb6d-4499-ab6e-ba9c7827d8fa,,article,2024-04-04T18:12:41Z,2024-10-01T08:23:08Z,true,,,false,,10.1007/s00401-023-02627-4,,37715818,PMC10564819,,"link.springer.com 04/04/2024, 20:12:59.pdf",2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/99081cab-eb6d-4499-ab6e-ba9c7827d8fa,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:99081cab-eb6d-4499-ab6e-ba9c7827d8fa,Myeloid cell iron uptake pathways and paramagnetic rim formation in multiple sclerosis,"Annika Hofmann,Nik Krajnc,Assunta Dal-Bianco,Christian J. Riedl,Tobias Zrzavy,Celia Lerma-Martin,Gregor Kasprian,Claudia E. Weber,Francesco Pezzini,Fritz Leutmezer,Paulus Rommer,Gabriel Bsteh,Michael Platten,Achim Gass,Thomas Berger,Philipp Eisele,Roberta Magliozzi,Lucas Schirmer,Simon Hametner",Acta Neuropathologica,"In multiple sclerosis (MS), sustained inflammatory activity can be visualized by iron-sensitive magnetic resonance imaging (MRI) at the edges of chronic lesions. These paramagnetic rim lesions (PRLs) are associated with clinical worsening, although the cell type-specific and molecular pathways of iron uptake and metabolism are not well known. We studied two postmortem cohorts: an exploratory formalin-fixed paraffin-embedded (FFPE) tissue cohort of 18 controls and 24 MS cases and a confirmatory snap-frozen cohort of 6 controls and 14 MS cases. Besides myelin and non-heme iron imaging, the haptoglobin-hemoglobin scavenger receptor CD163, the iron-metabolizing markers HMOX1 and HAMP as well as immune-related markers P2RY12, CD68, C1QA and IL10 were visualized in myeloid cell (MC) subtypes at RNA and protein levels across different MS lesion areas. In addition, we studied PRLs in vivo in a cohort of 98 people with MS (pwMS) via iron-sensitive 3 T MRI and haptoglobin genotyping by PCR. CSF samples were available from 38 pwMS for soluble CD163 (sCD163) protein level measurements by ELISA. In postmortem tissues, we observed that iron uptake was linked to rim-associated C1QA-expressing MC subtypes, characterized by upregulation of CD163, HMOX1, HAMP and, conversely, downregulation of P2RY12. We found that pwMS with ≥ 4 PRLs had higher sCD163 levels in the CSF than pwMS with ≤ 3 PRLs with sCD163 correlating with the number of PRLs. The number of PRLs was associated with clinical worsening but not with age, sex or haptoglobin genotype of pwMS. However, pwMS with Hp2-1/Hp2-2 haplotypes had higher clinical disability scores than pwMS with Hp1-1. In summary, we observed upregulation of the CD163-HMOX1-HAMP axis in MC subtypes at chronic active lesion rims, suggesting haptoglobin-bound hemoglobin but not transferrin-bound iron as a critical source for MC-associated iron uptake in MS. The correlation of CSF-associated sCD163 with PRL counts in MS highlights the relevance of CD163-mediated iron uptake via haptoglobin-bound hemoglobin. Also, while Hp haplotypes had no noticeable influence on PRL counts, pwMS carriers of a Hp2 allele might have a higher risk to experience clinical worsening.",Acta Neuropathol.,707-724,0001-6322,5,146
b6965a75-e574-4c37-86c6-3617ad985ec8,,article,2024-04-04T18:19:41Z,2024-04-04T18:19:41Z,false,,,false,,10.1212/nxi.0000000000200213,,38564686,,,NXI.0000000000200213.pdf,2024,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/b6965a75-e574-4c37-86c6-3617ad985ec8,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:b6965a75-e574-4c37-86c6-3617ad985ec8,Single-Cell Multi-Omics Map of Cell Type–Specific Mechanistic Drivers of Multiple Sclerosis Lesions,"Maria L Elkjaer,Anne Hartebrodt,Mhaned Oubounyt,Anna Weber,Lars Vitved,Richard Reynolds,Mads Thomassen,Richard Rottger,Jan Baumbach,Zsolt Illes",Neurology Neuroimmunology & Neuroinflammation,"In progressive multiple sclerosis (MS), compartmentalized inflammation plays a pivotal role in the complex pathology of tissue damage. The interplay between epigenetic regulation, transcriptional modifications, and location-specific alterations within white matter (WM) lesions at the single-cell level remains underexplored.",Neurol. Neuroimmunol. Neuroinflammation,e200213,,3,11
0c5e57e2-a175-4c4d-ac8e-3f50817669c2,,article,2024-04-08T14:07:00Z,2024-05-29T15:19:26Z,true,,,false,,10.1016/j.cell.2024.02.030,,38513664,,,1-s2.0-S0092867424002332-main.pdf,2024,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/0c5e57e2-a175-4c4d-ac8e-3f50817669c2,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:0c5e57e2-a175-4c4d-ac8e-3f50817669c2,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,"Petra Kukanja,Christoffer M. Langseth,Leslie A. Rubio Rodríguez-Kirby,Eneritz Agirre,Chao Zheng,Amitha Raman,Chika Yokota,Christophe Avenel,Katarina Tiklová,André O. Guerreiro-Cacais,Tomas Olsson,Markus M. Hilscher,Mats Nilsson,Gonçalo Castelo-Branco",Cell,"Multiple sclerosis (MS) is a neurological disease characterized by multifocal lesions and smoldering pathology. Although single-cell analyses provided insights into cytopathology, evolving cellular processes underlying MS remain poorly understood. We investigated the cellular dynamics of MS by modeling temporal and regional rates of disease progression in mouse experimental autoimmune encephalomyelitis (EAE). By performing single-cell spatial expression profiling using in situ sequencing (ISS), we annotated disease neighborhoods and found centrifugal evolution of active lesions. We demonstrated that disease-associated (DA)-glia arise independently of lesions and are dynamically induced and resolved over the disease course. Single-cell spatial mapping of human archival MS spinal cords confirmed the differential distribution of homeostatic and DA-glia, enabled deconvolution of active and inactive lesions into sub-compartments, and identified new lesion areas. By establishing a spatial resource of mouse and human MS neuropathology at a single-cell resolution, our study unveils the intricate cellular dynamics underlying MS.",Cell,,0092-8674
